message,label
Another day at centre point - this time an early start so guessing train will be rammed with commuters,1
"@d_castillo ugh, that's disconcerting ",1
@Devinthedude007 actually the whole site has finally been taken over by those damn russians,1
MY TWEETS ARENT GOING THROUGH,1
"Just finished a delicious breakfast, my last in Paris  I'll miss milk, europe has the tastiest milk in the world, I don't drink it in US.",1
"iLearn is down and out, great considering finals are this week... ",1
@Carmonium i'm stressed outttt,1
Also I shouldve Bern asleep an hour ago,1
trying to figure out this twitter thing...none of my friends are on  yet. Soo much to see.,1
Re-pinging @Kyle44: Custom icons I made! =] look cool but the edges could be less square  might look bad on a diff background,1
I want to be back in LA,1
@enterbelladonna i dunno how to use the forum and i get frustrated with it. i'll miss talking to you on here.,1
@lilbucknuts41 not an option,1
@georgeruiz Unfortunately one of those moments wasn't a giant squid monster.,1
"@daNanner aw, sorry to hear that. ",1
@polhillian YUP.,1
@NKDreamer did you see Donnie's tweet stats? almost 700 @ replies...and no JRK,1
"@tim_grainger nah, I haven't received my stimulus yet ",1
@ikimb0 i just seen ur tweet . plz write bak if u get this. i havnt got one reply bak,1
@McCainBlogette Awwwww and you were trying to go to sleep 3 hours ago,1
"@stephenkruiser I'm so sorry to hear that.  It's always sad when we lose those close to us, as we loved them.",1
cant sleep but im still feelin like a piece of shit,1
@josephheustess ...well there was this really cool part where... i wont spoil it,1
@limbecky I'm doing the time warp without you and am sad.,1
gross i have a pimple,1
@Torturedlady yea  ma'naaaaaaaaaaaaaaaaaaaam (marwan accent) lol,1
one less follower tonight,1
I feel like I am the only &quot;twitterer&quot; not on TweetDeck.,1
@Wyldceltic1 He has Karate tournament in 8 weeks,1
going to sleep can't be up until 1am again...and no I didn't finish my statistics homework!,1
North carolina baby!! Aint nothin stopping them but the nba draft,1
Can't sleep again,1
"I reaaly miss john mayer's twitters.  fuck rude people. Remove him if you don't like his tweets, bitchfucks.",1
is going to have a late one at MQU today,1
im so tired of work...i need a life....,1
"just leavin work, my feet hurt ",1
@PlayRadioPlay that was so sad and unexpected.  i totally cried haha.,1
Superneej: Morning! Bah Car won't start.. waiting for the ANWB....,1
Still doing my homework!!!,1
A little sad,1
@deepbluesealove My Mom &amp; Dad both get up around 6...too early for me,1
should've been asleep two hours ago,1
@stephenkruiser So sorry to hear about your dog.,1
"@djsoulsister yeah, great vid. I had the 12&quot; single, but sold it a few years ago ",1
im on val's mac in iitsc clubroom. still sweating,1
@stephenkruiser awww so sad!!!  I'm so sorry!!,1
UpdatingFFE.  That gives me nothing to do for a good twenty minutes!,1
"Hot compress not rily workng for pulled muscle  gng to bed, good night",1
Have an invite for &quot;Healthy Dining&quot; session at Ashok Hotel today with Exec Chef R.Chopra but damn workload - will have to skip it!,1
@stephenkruiser I'm so sorry to hear about your dog   wishing you happier days to come!,1
@hellivina I miss 'em too.,1
"@misstoriblack cool , i have no tweet apps  for my razr 2",1
"Just been playing with the new Mobbler v0.4.0 and it adds some great new features, but won't play music on my E71, like v0.3.5 did ",1
@latroneb oh but there's one bestie missing,1
"@esuriospiritus time to come back to flawda for double dates! no, seriously, i'm sorry to hear that. ",1
I'm up way to late to be working for a client 12:10 AM  #fb,1
blegghhhh i have to go to work,1
Back at work  @ John Muir Dr http://loopt.us/KoqAbg,1
@DAChesterFrench I emailed you yesterday and u never responded,1
It's going to be a long year for A's fans.,1
Just got done watching the new House episode.Definitely one of the saddest episodes ever.,1
Man... taxes suck.  I'm horrified that i did something wrong on them.  TurboTax decided to keep around a lot of the stuff I turned off.,1
Sleep time.  Tomorrow is gonna suck,1
WTF Not Kutner!  Oh I'm so pissed @ House.  I mean really WTF,1
@AmberPacific i know i dont know why i said that,1
Just picked up some oats from the market to eat for breakfast with my boy @adamgoldston now time to do work at USC... late night,1
@RubyRose1 awww wish i could go! but its in sydney,1
@luxuryprgal hahaha suriously! I feel like everyone knows this show is a joke except lc!,1
"I just can't spell today, i totally suck ",1
@ school  at least last day!!!!!!,1
Yawwwn! Gotta get up early tomorrow  who's ready for the weekend???,1
Back to work. I get to spend the next 8 hours alone in the dispatch room,1
"Well, so much for being productive on my 2 days off from Angels ",1
@andreabakes Oh gee - insomnia sucks   Have you tried melatonin?,1
@vivekg86 Good to hear that we have support in NetBeans. But then its NetBeans you know,1
@heidimontag I wish we would get it the same time at the rest of world. unfornately I am in Cairo and have to wait for mtva to play it,1
heartbroken over little sandra. prayers are with the family.,1
"@hadtobeyou I'm at 900 words, it's all can do  I'll finish tomorrow maybe",1
@shortiethug how come ur background covers the screen but mine is in the corner?,1
"Wrote exactly three lines of dialogue tonight, then gave up. ",1
@ashman01 My only complaint about Facebook is they've changed it so much it's confusing,1
Sliced my finger,1
going thru town and traffic on bypass is stink,1
Ugh can't sleep.  Wish i had a good cuddle to  Make me ass out,1
The internet is hating me. Night i s'pose.,1
@contactabe I'm so jealous.  I missed all of opening day this year,1
It's so cruel having to wait for reviews to come in.  So far it looks like Star Trek will be the best film of the year!,1
"Debating if I should just shower now, so I can sleep a little later tomorrow ",1
need to sleep. but cant,1
my little pinky finger hurts so much..,1
@sarahsaturday I'm sorry your gift card ran out.... That suck.,1
home for spring break. no one is home tho,1
I accessed oneindia.mobi from a Google phone (Android). It doesn't support Indic languages,1
Why does school take over your life so much you don't get sleep anymore  .. I am still doing school work and have more to do as well,1
@MTsiaklides aw I wish I could! I can't really speak to my yia yia because she doesn't speak english,1
@winggato no free comp lol,1
getting ready to clean the house from top to bottom,1
crying  my friend is moving away tomorrow,1
@swiftkaratechop STOP NOMNOMS!!!! ..you didn't share!  Night peoples!!,1
@moony394 yeah  is it bcoz kal penn is a visiting lecturer somewhere n cant be on the show anymore? im gonna miss him,1
So the procrastination starts early in the quarter. I don't want to reaaaaad and write a paper,1
What? Apparently it's 52 degress at 11pm in Washington State. I miss winter already,1
being bored at homee,1
@nick_carter I will wait for you at fanclub chat.. even tough you're not my favorite,1
@JaneBodehouse Hey there! Nope. My cuteness @HoytFortenberry is away for awhile,1
It's only tuesday,1
Haha not even yo. I just didn't know how to do that @thang to you on twitter  Haha,1
Someones alarm clock or a phone woke me up at 3am...Still got my headache from yesterday night,1
@kalichosich awww poor puppy is she ok?,1
i might break down and eat some buffalo wings tomorrow,1
"Sittin here w/Kayla, I really really reallly dis-like having a brother.  He doesn't know when to stop. I'm waiting for the day when one of",1
"s Kinda Bummed. An Agency Just Told Me That I Didn't Have The 'LOOK' That They Were Going For. Ladies, Please Help Me Create The 'LOOK' ",1
"My goodness, it's freezing down here !!!!! ",1
@heidimontag why do you put up with him!!!!!  You should listen to your mom,1
"@JoannaFBeckett, i don't think there's one close by. Last time I checked, the closest one was 70 miles away! ",1
aaaaand back to my literature review  At least i have a friendly cup of coffee to keep me company.,1
I am worried that I won't get my $900 even though I paid a buttload of tax last year !,1
"Okay, so.. STILL NO SCHOOL!!!! ",1
IS PHONELESS  ...NOW OFF TOO SLEEP,1
it is really cold,1
cant sleep  she wants to dream!!,1
@Cronotriggers  that's sad.,1
just found out that my mum  and my adopted auntie are on twitter.. check them out my mum is TessM64 and my awesome as auntie is tania38,1
"Cannot sleep....WIDE AWAKE!!...and I gotta go to work later too. Boy, am I going to have a crappy day. ",1
struggling with eam law,1
Why can't I sleep like her  http://twitpic.com/2y3ty,1
Bouts to start 24. Poor linny couldn't keep her eyes open.  she tired and has to work tomorrow morning. Night @ilovefatsusan.,1
My 4 year old (18 year old) is driving me around the twist...i don't want to be like this,1
"Well, that sucked. ",1
"Opening a partially frozen beer= Beer on the toaster, under the oven and all over the counter. The kitchen smells like we run a speakeasy ",1
@stewiebrittany no  i dont even know how to ride it,1
"@MonaSmith sadly, yes. i think i need counciling now ",1
"making myself ready for school...don't feel like going, but have two tests ",1
Anybody know where my iPod went?,1
"aww this earthquake in Italy has made me sad  just saw the pics on the news, it's terrible.",1
@lilibat never been able to afford to get them out. I'd much rather go through the extraction than continue with what I deal with now.,1
Why do other pet care people try to run others out of business? Or send suspicious e-mails fishing for info?,1
@kameelahwrites &lt;33 codez....they've been MIA tho,1
@reannaremick doesnt work on my cell  go to sleep! =P,1
it's going to be nice again tomorrow and then the rain comes back. no nice weather for my birthday,1
@taliasunset rock band is hard..on expert!!!,1
@beachbassbone: roomie was home all day. All he had to do was scratch at the door. Comforter has to goto large laundromat machines.,1
"One of the hardest thing with this schedule, no one I can chat with at the end of my day usually ",1
they killed off a character on one of my favorite shows and now i'm upset,1
jealous of my friends who got to see the new Star Trek film in Austin tonight.,1
Listening to Q! I got a really bad headache and a drivin lesson in ten mins.... Lucky me  i just wana sleeep!,1
"@Steve_Buscemi SHUT UP you...I am hungry! And in Britain, home of the most boring suckassy breakfast in the world!  I MISS DENNYS!!",1
good morning everybody! pkoi y fais pas beau  bon coffee time!,1
work again,1
Essay time....,1
@chauncey78 hey did u talk to mom.. r they home yet? i hope they r ok.. wish i was coming home 4 easter..,1
"@endearingevania I sure wish I could go with you guys tmrw. But as per usual, school interferes. ",1
@widyatarina say what??? kal penn's leaving house?! noooooo!!! awww... i totally missed it tonight,1
no! i lost a loyal,1
played another hand very bad and lost half my stack,1
It's 6.20pm - early days in a looooooong night at work,1
@yaykimo It's sad it's the last season.  I wanna see when Spencer calls Lauren!,1
@rj i don't know what half of that means,1
homework homework homework,1
"worked his heart out today, doubling my weight at each station. Result: Stiff and pulled muscles... OUCH! ",1
@MeLaMachinko now i feel bad for unfollowing.,1
happy for Coach Stringer (HOF c/o 2009!)...now if I can only finish my term paper on her,1
I feel like shit. This is NOT the way I want to spend my birthday's eve,1
"so far i have 311 on all my sites put together,  most of them were me checking out the updates i made......",1
has a lot on her mind. I needs to make some moneys. And ideas. Nowhere is hiring!,1
@emiliexclarkex miss you,1
@stephenkruiser I'm so sorry to hear about your dog,1
i miss my ex soo much,1
Sodding M25   http://twitpic.com/2y3y0,1
oh I thought the pirate bay trial verdict was today :-s apparently it's in 10 days,1
@featherinair call me back.,1
"is in study hall now, and i will log off immediately.  http://plurk.com/p/mzxbg",1
it so tired that im crying for no reason at all. im about to try to get an hour and a half in for tonight. half what i got last night.,1
"I totally have like...  four girl options, and none of them seem viable ",1
"so far i have 311 veiws on all my sites put together,  most of them were me checking out the updates i made......",1
Listening to Bjork's All is full of Love... crying,1
is craving for some tantan nabe  http://plurk.com/p/mzxcs,1
C'mon sean man,1
Watching &quot;a league of their own&quot;...makes me miss mint chocolate ice cream cones and my grand ma  fuck.,1
"Lost my phone some where.maybe in the grass, its just so long, hope it doesn't rain ",1
@tomatosalsa hope you aren't referring to me  say hello to your new stalker LOL,1
@brettyboo why were u sleeping?! Ur gonna be up all night now  how was ur bike ride?,1
"@SLessard But, but, but . . I wanna listen to the masters too!  ",1
"@Sephystryx I've been looking about for good stuff to write, but also been doing loads of uni work ",1
i feel unloved. dropped 2 tweeters,1
"Off to London for the day on Thursday, it's gonna be raining, oh fab  won't see much on the London Eye! Still Robbie won't care bless him",1
Completely wiped and reloaded the 8900.... Lost all BBM contacts    Going to bed sad.,1
@mykele sayyyy whaaaa? I wasn't invited...,1
Didn't sleep too bad considering I have a workshop starting today. Beginnings of a sore throat though,1
@astewart87 oh my gosh that made me emotional haha idk why!!! i dont want to get old,1
i don't like lukewarm showers,1
@linuxfoundation - Who should I contact if I need a 1099 for freelance work I did on Linux.com throughout 2008? Never got one.,1
"@skylineking722 connor, it's me, febi  are you really really mad at me??",1
"Need some help?! Want to buy a Macbook pro, but still inlove with my old powerbook! ",1
@michaeltao man america is so .. borez anyway lol i just realized you sent me msgs on here. i had no idea. i have no flash,1
@hellivina @IHOPness g'knight lovely ladies. i'm sleepy now,1
"@sudam08  yes, someone hasn't been reading my posts properly  ",1
Almost through with my Italian homework!  Weeeeee.... now if I only understood what I was doing.,1
Who turned the lights on? It will be time to get ip then,1
@celesteclara i can't sleep either,1
"@TheBlondeTheory Between that and the Italy earthquake, it's been a very sad news day. ",1
@champagnemanoir all rain today  . Garden really needs it so not quite so bad.,1
Yawn yawn yawn!! 10 more minutes in bed,1
@MajesticFlame ouch - sounds very sucky,1
@bengottlieb Great idea with the iTunes promo codes - they don't work in the UK iTunes store though,1
@mattycus  *cry*,1
"@RumLover An empty rum barrel is a sad rum barrel. *shakes head* the horror, the horror.  ",1
It was a sleepless night,1
@BillyBush she admitted to being a fake,1
@BATMANNN  i love chutney......,1
@misterphipps you cooked risotto without me!!???,1
Keeeerrrrriiiiii!!!!  I really have nothing better to do then post on this thing at 224am.....wonderfullll. Says alot.,1
YAY FOR BASEBALL SEASON! boo to yankees losing their first game,1
LOST sucks  ... because i have to work today,1
In bed... I suddenly feel  I wish MA was here w/me... Goodnight TwitterFam,1
Greaaat my lappy won't turn on  wtffffff,1
@vernonhamilton You're a stranger,1
"Debbugging old VB6 code, the day could have started better . . .  ",1
@toddlington only a quarter of a percent babe  darn,1
"Coming down with a cold or bad allergies. Either way, I'm miserable! ",1
Damnit I was really digging this season of Reaper  http://www.tv.com/story/13720.html?ref_story_id=13720&amp;ref_type=1101&amp;ref_name=story,1
"Gah, Comcast doubled our cable/internet bill w/out telling us, so we are quitting.  Can anyone suggest an affordable company in bay area?",1
"Another early morn with the Duchess, although she hadn't managed to cross her legs this time ",1
@alexbigman you left without saying hi!,1
"l want, but I can't sleep ",1
"A king sized bed is nice but sad and lonely with no hubby, puppy, or kitty   I am over this whole conferenceing thing.",1
im boredd. gah  i wish i could just sleep and get it over with but ive had toooo muchh cooooffffeeeeeeeee  bahaha,1
@whyinthehell If I may butt in again.  I'm done being nosey.  sorry your conversation was just so interesting!,1
@smokey_robinson  you fell off my list...did I offend you?,1
"18 weeks till sisters home.. i missed her call, again! its the worst feeling in the world. ",1
gonna try to get some sleep in this hotel room,1
@chimpytwit brilliant idea. just bring as much as you think you'll spend &amp; I'll swap you. bring a brolly,1
in biology class. my lip hurts,1
Sorry for the next tweet...,1
Grr not down to go to school today,1
@jennlopez I had to get an HD tivo and just got it set up tonight in order to get channels 40 - 59.,1
@mouthsex i asked everyone how they were doing yesterday and not a single tweet back,1
@adame ruddy money!! i like it!! still waiting here.... oh what a surprise... by state too?? hmmm....... seriously!!,1
@Kal_Penn I am so sad  Kutner was my favorite of the new team!!,1
@MarcusMims wow i didn't get an &quot;hello&quot; u suck,1
"bedtime, school tomorrow, and i still have no books  being broke suckssss",1
Seating here helping my baby with his papers...well he is forcing me too seat with him  im sleepy,1
Synching my contacts from my old mobile to iPhone. Import does not work well,1
i can't concentrate,1
I've just spent 1 hour to enter all the bureaucratic nonsense for March. What a waste of my time,1
Nw more confused then ever!,1
Reading Buyology before bedtime... great premise but only turning out to be an &quot;OK&quot; book - lots of info I already knew,1
"Home! I really wana sleep, but due to wasting my free line in town I have an assignment to finish ",1
@hellobebe I also send some updates in plurk but i upload photos on twitter!  you didnt see any of my updates on plurk? Zero?,1
omg... &quot;The Reader&quot; is making me,1
tried to download tweetdeck but it wont download,1
There's an inch of snow on the ground (and counting). I'm worried about the poor flowers,1
@dweeman why aren't you a happy camper?,1
"@dkoenigs thanks man.  I'm so very grateful.  I feel unworthy of such attention, though, because I'm in this because of myself... ",1
@t_wolfe  i miss u too. i'm totally comin back tho! Lastnight was sooooooo much fun!,1
@sniffinglue ohhh. I love it. ps I'm sad we didn't get to hang out,1
And somehow I still end up in this place,1
"@kisluvkis oh that is very sad, poor boy. ",1
I'm doing my homework. It's gosh darn hard!!,1
definitely no vacation for me...   http://plurk.com/p/mzygb,1
study group extraordinare' about to leave campus...some of torts outline finished-good thing-but sleepy as h*#@...will be back@ 7am,1
"Why can't airfare go down? Or, why do I have to live in Texas!! I don't know if I'll be able to make it to Iowa. ",1
@j_stricko I found it pretty frustrating. stupid monkeys,1
"@lenesha but Im not feeling well, mommy... ",1
"@lovebscott Nope, I'm Right Along Wit' You! ",1
@nbensalem i'm sitting at my house and i'm sooo not looking forward to my one class tomorrow.,1
"Ordered some maternity clothes online, which came today. I got something strange I didn't order, not in my size. And stuff is missing. ",1
@citizensheep,1
@thesage1014 I wish I could! Gotta work though,1
@SeaGhostdesigns what happened to you on Saturday? You didnt show up...,1
@GirlsGoneChild,1
Can't fall asleep,1
"@danphelan Urgh, it was just the video, and they cut the Robots part!!! ",1
my dog can't move anymore. praying that he will be okay,1
@Kal_Penn you were pretty much my fave...not much reason to watch now,1
@Artistbabee but tht's annoying &amp;definitely not bitchy enough  he def broke like everything in me. he prolly doesn't even kno oct. 5!,1
@normalguyguide I can't! I have so much to learn about WWI by tomorrow at noon!,1
New Post!  http://tinyurl.com/cexkqy,1
@graemearcher I am sad about Innocent selling out too!,1
dang won't be able to get to any workshops run by web directions,1
"@BenPritchett goodness me, how did you find me?? it's good to hear from you Ben! I still have your video game and book...I apologize ",1
Jap girls ? They're leaving!,1
my poor little girl has a baaaad rash on her bum and isnt feeling good,1
"Argh, got up early for Girls Aloud on Freshly Squeezed and it was just the video ",1
"#travian Total cost of the atk for the aggressor: 273,310 resources all said and done. I'm guessing he's not going to let that slide. ",1
waiting for kelly's call.,1
"mhm, not having a good day  blah blah blah",1
"@octopuseatspie I GOT THE I CAN HAS CHEZBURGER BOOK FROM THE LOBO, AND YOU ARE NOT HERE TO LOOK AT IT WIF ME ",1
"I'm trying to work on my last assignment of the year, but I just can't get that spark. All I want to do is lay in the grass and read. ",1
@robertfperez ugh of course not  Just thursday and friday..sat I have both kids,1
@Kal_Penn OH MY GOSH. I'M STILL ~EMOTIONALLY~ DYING AT THE FACT THAT KUTNER'S GONE! Arggg.  Kal ily.,1
@kaozdesign  I think I found my face...unfortunately. You didn't find yours yet?,1
seeing that shouldnt have made my stomach flip like it did,1
Headache... Pleeeease go away,1
@siddharth_ind yeah i do. i have an application that runs every few minutes to do that but its the add-ons. they conflict all the time,1
Pretty good coaching with exceptional talent trounces exceptional coaching and pretty good talent. MSU,1
@gracedent it's her &quot;hair&quot; I can't deal with,1
i need new glasses...mines is hangnon 1 arm,1
Meat Week Day 3: Tummy hurts every night,1
Why isn't there a &quot;fake&quot; Verruca on Twitter?... Now i'm sad.,1
On the phone with the bestie than shower.. Confused I don't know what to do,1
"@Sirrah21 Aww poor froofroo, this is way too late for you ",1
i miss my 808 fam,1
@OfficialPRofOZ she sed puerto rican,1
@JoeFernandez @klout your not thinking of selling are you?,1
"@simX Yeah. I always slow down at the end  ��also, take that! I win.",1
"@pornstartweet i wanna go, but I am only 20!!!! ",1
@LoveMeagan how i mss the snippet hun?..wts it of may i ask?..i wanna hear,1
"I know! Big love, true blood and united states of tara have too long of waits between seasons! ",1
@sensesdestroyer I wanna go to lamb of god,1
is sad she has lost her HN arm band...it just disappeared,1
set my alarm to wake up... wanted to speak to my sis in Africa on Skype - I miss her sooo much,1
awh damn! my puppy has ticks,1
"|H|ouse made me sad. Oh, Kutner ",1
@_saffron  Why not? :[,1
Why do I keep looking...I know that what I read is gonna hurt but I still look! I guess it's just a girl thing &amp; I need to get over him.,1
needs hugs/snuggles...,1
"@Health4UandPets saw the one with a GSD covered in them, and I could not stop crying. I just bawled and bawled ",1
Rachel and jessy r making me work out  thanks you guy,1
I'm wishing I had more time,1
@mycaricature The only bit that got me really was when he said Babs was a bad mum  I'm sure that hurts her even though she's laughing.,1
I am not wanting to go to school tomorrow.,1
On a 2-day work-week..fast-forward to Thursday please,1
cant believe i have to go all the way to Barnes for work today....instead of a 5minute walk to St Johns Wood,1
@paulieseow hahahahahah i can easily make ice milo but its just not the same,1
why do both of my best friends have to be shitty simultaneously?  Can u at least take turns hurting my feelings? jerks..    going 2 sleep.,1
My #art is regressing...,1
@onlysweeter I don't know the dance.,1
@laurwee_boo im ok I guess had a hard day,1
Jade is looking for a new home...  http://apps.facebook.com/dogbook/profile/view/4744827,1
damnnn! i missed 11:11,1
@Twilighter4Life lol yeh ill be studying  stupid uni. only 2 more weeks and im on holidays! YAY! plus my birthday next week woot,1
"@transbay &quot;SFMTA Budget Proposal Hearing: tomorrow, April 7 at 2:00 pm (City Hall, Room 400). Sadly, I cannot attend.&quot; Me neither. ",1
is afraid that her G.I. notes will not read themselves.,1
*Sigh* Rain??? Why did you decide to show up? Move away! You were not invited to the Tuesday-party  (this is not the start I hoped for),1
Somebody is selling the Japan only release of my first album on E Bay for $25. Damn thats it? A classic is worth more than that!,1
@charleneli Disqus now integrates conversations on many platforms. haven't heard abt JS-Kit,1
and they advertising fake louis bags as 100% authentic on google  i'm pissed!,1
Can't sleep  dam naps lol... and its hot,1
Why do I keep looking...I know that what I read is gonna hurt but I still look! I guess it's just a girl thing.,1
is ready to go to bed..long day tomorrow,1
job searching.....FYI: Yahoo HOT JOBS suck! .. im never going to find a job,1
"No electricity today, so no tweets. ",1
@big_think Can Zack tell me how to edit my Bio/Profile? Why create a login at a different co's site to get an answer from BT TechHelp?,1
"Morning all, starving and dying for a cuppa but can't cos off to docs for fasting blood test in a little while ",1
Very tired this morning - no idea why! Great start to the day,1
"Morning All, I'm back from my little break from the computer. back to work again today ",1
At mobilityvic.org launch.  No grog  nice video from PWC though,1
still no &quot;followers&quot;   please some1 inform me on how this works????,1
misses him right now. i need a hug,1
Tried to get up earlier today........didn't work out,1
Omg revisions revisions revisions! I feel like I wasted an amazingly beautiful day today doing pointless work,1
"About to shower, which I hope will wake me up at last. Oh, and the synth experiments yielded nothing last night ",1
is really bored and really sleepy...and mad she can't find a custom lanyard maker that wont make me buy 1000000 minimum,1
@cmykevin ooh nice! but williams sonoma already got to me.,1
I've finally given in. Now at Malaysian restaurant waiting for nasi lemak and teh Tarik. Mereka tak faham bm...  http://twitpic.com/2y4bh,1
Waitin 4 the theory test centre 2 open,1
"got woken up this mornng at 7am - damn Lorry , van and car accident just outside on our main road also causing car alarms to go off.  ",1
I think I need to get laid. Sad revolution I had earlier rofl,1
Now i want Amanita  ...someone made me feel unliving.,1
@lanaRISQUE hahahahhha!! hows your food poisening going? has it gone away?,1
@MissxMarisa haven't heard from Hannah at all yet!! it's very disappointing,1
@hutsoncap  everything alright?,1
is procrastinating... i feel ill.. but don't want to go to bed.,1
@danielhalpin Gonna try and find a sports bar to watch that at... not got a chance though I don't think,1
wants to go home and watch The Hills,1
@sarmar I guess I'm out of funny,1
"i wanna write, but i'm not cool enough to make up a storylineee. ",1
@brendamew2 no art tomorrow.  and nice to see you've joined twitter!,1
"Sigh, I think my PMS is making my mind totally over-analyse things and making me sad ",1
@doriantaylor I had one outside my patio. I named him Rex. Then the gardner took him down. RIP Rex,1
Good morning for a very rainy France  No gardening for me today.,1
"If ever there was a day for staying in bed, today is it ",1
Got to take Cleo to the vets. Not sure what's wrong with her but she's feeling very sorry for herself.,1
"today is day 1 of my fast &amp; i feel i may break b4 i go 2 bed  i must hold out til the end of the wk! must stayed focused, wish me luck...",1
Extremely jealous...,1
@kimmyawesome Ohhhh that sucks  I love the summer set.,1
bedtime. wake up call at 7am,1
So glad I made it through work - with an extra hour too and my paycheck.  Still waiting on the one I lost though,1
"Mum's been taken to hospital, they don't know what's wrong, she's been vomiting since yesterday. Rushing back to get to the hospital ",1
congested nose,1
Can't sleep. Need to talk to someone.,1
"too cold and tired to write good twitter. everyone was obeying the cops tonight, total dissappointment. we were so close ",1
Lifee Gets Worsee &amp;&amp; Worsee,1
@dnwallace - I am shuddering and shaking too,1
"Sorting brekkie for the kids then off to the horrible place called work, boohoo ",1
my condolences to natasha richardson's family,1
@LittleYellowJen what do don't think ily?? nawwww,1
Where's Derrick  http://ff.im/-1XWXs,1
missed today's ELLEN,1
I suddenly miss my Flintstones vitamin tablets  SOOOO GOOOOD,1
@mattpro13 legitimately good cops out there,1
@onlytosee Twitter's been doing that to me tooo.,1
@pealuh I think I need to go to Twitterholics Anonymous......,1
@lizhenry we haven't heard from her or sha.,1
my heart has been broken.,1
i forgot how to sleep,1
Morning everyone! In serious need of some decent coffee.. why isn't the catering open yet at 08.30?,1
@CodaQueen oh wait he does have 1 in Oakland on the 18th. Can't understand why he only has 1 &amp; in Oakland,1
is missing talking to my bff on da phone!!!!,1
wondering why I am so stupid  Need to eat more fish I guess *sigh*...,1
i miss my old friends from elementary ans middle school,1
@twitter please fix this http://sp2.ro/5b7bdb because it brakes all external twitter avatar searches,1
looks like i've missed out on yet another job  someone please employ me! Haha,1
"@tacce dang, I'll get HOUSE off iTunes. I hear it was a devastating episode ",1
Wow.... the shout box has kicked me out and I can't get back in. I guess this means good night,1
@Flawless326 Why did my baby have to eat 3 prunes today and now he finally went ! My poor baby,1
I'am bored. Nothing to do!,1
morning all - 1st appointment of the day - the dentist !,1
"@amyserrata he wrote most of the album, but ironically, the singles he did not write ",1
Someone PLEASE take Gossip Girl away from me. I'm addicted,1
good night swetdreamss to everyonee   and jared never chat in kyte puff,1
Horrible sore throat  hurts,1
"Time to get dressed, I suppose...gah another workday ",1
All ready to go to the premier and just realized how under dressed I am,1
It just makes me happy! over and over again. I wish I wan't afraid to fly  http://tinyurl.com/64skpp,1
@Eyrro awwwww bummerr...sorry missed it again,1
Waking up to the sound of jackhammers is not a pleasant way to start the day.,1
@almostcool i'm off now,1
"@jon8737 that just totally made my night, LMAO. They were like screaming at me and I couldn't focus on the 900 mph song ",1
@amirrabennett nope. baby's due in 5th may! getting closer but still 1001 things not done,1
headache,1
Still in bed and don�t want to do anything else. University is callung too loud,1
seattle is in tents! i miss my T.O. peepz tho,1
It just makes me happy! over and over again! I just wish I wasn't afraid to fly  http://tinyurl.com/64skpp,1
Errrggggg! My tummy hurts.,1
"thought it would be interesting to get F1 updates from Twitter, slightly regretting the decision, I can't see anyone elses's updates ",1
Ugh. still working on project  just taking a small break,1
The one day I have to go to school is the same day something exciting happens at parliament square,1
@watko Shockingly not!,1
"Today was a less interesting day on Twitter. @cboyack , @igeldard , and @iidiocracy were all kind of quiet today ",1
Up early,1
WHAT THE FUCK YOUKU  I WANT TO WATCH SKINS.,1
I totally forgot we were going to do fisheye 2night   What u doing Thursday....  Btw.... I'm so late with the hills... LOL,1
totally shocked by the episode of house this eveing  Lost one of my favorite characters.,1
@offbytwo seeing a doctor i hope?,1
didn't pass the first part of the CSET  I missed it by 5 effing points!,1
"@KevinPeterson the 2G cases were like that. But scratches don't void your warrenty, dents do... As I found out ",1
"I have chapped lips, boo ",1
@ryleebeth ye im not  very sad...but weirdly enough shes lettin me go 2 da party?? how confusing parents r?? lol,1
@Kimboinlimbo no chance of that coming back when it'd be 20 mins faster than the Javelins though,1
bored and lonely,1
Back to classic rainy Amsterdam days,1
"I woke up an hour ago ... Now I'm having a hard time going back to bed  in Lakewood, CA http://loopt.us/rywlHQ",1
Going to sleep with lily and rocki &lt;3 Johnathon is too busy watching batman movies  http://twitpic.com/2y4j5,1
@gaspitsnicole sigh me too  mostly i midd hsnging out with my friends damn growing up : p,1
@mrskutcher *lol i wish i only had bad sync. in germany right now where the subtitles dont work at all.  lol,1
@AlyssaSpears I'm sorry.   Maybe walking around all goofy at the store would help...HINT HINT! &lt;3,1
@Contempted Did the heroics ever go through! If not sorry!,1
im so tired this morning and there was only cold shower water!not happy,1
"haha I've been with my grandma for 2 days. even she's about 5 houses away, I'll still miss her ",1
clearing my desk...,1
is crying inside. Please oh please let it rain  so warm.,1
@thecoolestout,1
"packing my overnight bag for tomorrow, going to the hospital ",1
@gaspitsnicole sigh me too  mostly i miss hsnging out with my friends damn growing up : p oh yeah i miss being able to spell too lol,1
@Glavas lol.  U read my bio but spelt my name wrong           DARYLO ... Ahem ;),1
"Guten Morgen. Up and off to get ready to go to Phantasialand, Cologne. Yay! But booooo, last park of holiday ",1
@la_discoteca  i just saw this im sorry,1
: @nikicheong just reminded me that #KrispyKreme http://www.krispykreme.com.my/ has landed in Msia and has an ugly website,1
@guykawasaki  That's so sad for the goats.   Wa-ah-ah-ah-ah-ah!,1
watching the roadworks develop outside the office that'll make me late for the next 10 weeks  #fb,1
